gender,race,ses,test,homework,tv_games,work,grades,service,sports,music,student_gov,honor,journalism,vocation,income2011
0,5,0.33,50.68,4,8,0,2,0,0,0,0,0,0,1,25000
1,5,0.18,43.82,4,4,0,5,0,0,0,0,0,0,1,25000
0,0,-0.43,62.31,4,2,2,5,0,0,0,0,0,0,1,25000
0,4,-0.19,56.11,11,7,6,1,1,0,0,0,0,0,1,25000
1,0,-0.15,60.95,7,3,0,3,1,0,0,0,0,0,1,25000
1,3,0.3,52.56,4,1,0,4,1,0,0,0,0,0,1,25000
1,4,-0.22,47.53,17,0,1,4,1,0,0,0,0,0,1,25000
1,0,0.63,57.1,31,0,0,5,1,0,0,0,0,0,1,25000
1,5,1.22,49.77,24,0,0,6,0,1,0,0,0,0,1,25000
0,1,0.62,56.54,11,1,0,4,0,2,0,0,0,0,1,25000
1,3,-0.93,50.15,14,8,0,2,0,0,0,1,0,0,1,25000
1,0,-0.4,60.53,3,0,5,6,0,0,1,0,1,1,1,25000
1,0,0.87,52.49,98,5,3,6,1,0,1,0,1,1,1,25000
0,0,-1.19,42.32,10,0,0,0,0,0,0,0,0,0,0,26000
0,0,0.16,43.69,3,4,0,2,0,0,0,0,0,0,0,26000
1,0,-0.58,48.24,5,4,3,2,0,0,0,0,0,0,0,26000
1,4,-0.37,38.65,5,2,7,2,0,0,0,0,0,0,0,26000
0,2,0.13,54.7,2,1,0,3,0,0,0,0,0,0,0,26000
0,0,-0.23,50.13,5,2,0,3,0,0,0,0,0,0,0,26000
1,0,0.05,35.89,1,5,0,3,0,0,0,0,0,0,0,26000
0,0,-0.94,43.34,2,7,0,3,0,0,0,0,0,0,0,26000
1,5,-1.27,54.08,98,2,2,3,0,0,0,0,0,0,0,26000
1,0,-0.74,42.37,17,4,2,3,0,0,0,0,0,0,0,26000
1,4,-0.84,52.7,8,2,3,3,0,0,0,0,0,0,0,26000
0,0,-0.19,38.43,5,8,4,3,0,0,0,0,0,0,0,26000
0,6,-0.76,49.79,4,4,8,3,0,0,0,0,0,0,0,26000
1,0,0.13,50.08,15,2,0,4,0,0,0,0,0,0,0,26000
1,0,0.15,55.57,3,3,0,4,0,0,0,0,0,0,0,26000
1,0,-0.37,43.47,9,4,0,4,0,0,0,0,0,0,0,26000
0,5,-0.61,50.48,10,4,0,4,0,0,0,0,0,0,0,26000
1,0,-0.3,42,11,4,0,4,0,0,0,0,0,0,0,26000
0,0,0.98,56.58,7,5,0,4,0,0,0,0,0,0,0,26000
1,0,0.11,55.37,16,5,0,4,0,0,0,0,0,0,0,26000
0,2,-0.26,54.97,2,6,0,4,0,0,0,0,0,0,0,26000
0,0,-0.8,40.24,8,7,0,4,0,0,0,0,0,0,0,26000
0,0,-0.18,54.37,19,7,0,4,0,0,0,0,0,0,0,26000
0,4,-1.26,58.69,14,8,0,4,0,0,0,0,0,0,0,26000
0,0,0.44,48.43,30,8,0,4,0,0,0,0,0,0,0,26000
1,0,0.98,51.13,98,3,1,4,0,0,0,0,0,0,0,26000
1,0,0.04,47.34,4,3,2,4,0,0,0,0,0,0,0,26000
0,0,0.53,61.79,2,1,4,4,0,0,0,0,0,0,0,26000
1,0,0.15,58.98,4,1,4,4,0,0,0,0,0,0,0,26000
0,2,-0.67,46.58,3,1,0,5,0,0,0,0,0,0,0,26000
1,0,-0.24,50.18,3,2,0,5,0,0,0,0,0,0,0,26000
1,2,1.06,53.45,5,2,0,5,0,0,0,0,0,0,0,26000
1,0,-0.65,54.88,20,3,0,5,0,0,0,0,0,0,0,26000
1,2,-1.43,63.19,22,3,0,5,0,0,0,0,0,0,0,26000
1,3,-0.47,52.42,3,4,0,5,0,0,0,0,0,0,0,26000
0,0,0.13,57.11,17,4,0,5,0,0,0,0,0,0,0,26000
0,0,-0.32,49.03,5,5,0,5,0,0,0,0,0,0,0,26000
1,0,-0.47,58.48,8,5,0,5,0,0,0,0,0,0,0,26000
1,0,-0.52,49.12,3,2,1,5,0,0,0,0,0,0,0,26000
0,0,0.39,58.06,11,3,1,5,0,0,0,0,0,0,0,26000
1,0,-0.86,61.01,3,8,1,5,0,0,0,0,0,0,0,26000
1,0,0.51,49.51,8,3,4,5,0,0,0,0,0,0,0,26000
1,4,-1.09,57.96,2,1,0,6,0,0,0,0,0,0,0,26000
1,0,-0.59,53.31,25,1,0,6,0,0,0,0,0,0,0,26000
1,2,-0.86,59.52,97,6,0,6,0,0,0,0,0,0,0,26000
0,3,0.21,59.58,3,1,0,2,1,0,0,0,0,0,0,26000
1,0,-0.61,42.96,8,2,0,4,1,0,0,0,0,0,0,26000
1,0,0.47,52.81,6,2,3,4,1,0,0,0,0,0,0,26000
1,0,0.63,63.41,15,1,5,4,1,0,0,0,0,0,0,26000
0,0,-0.42,56.84,15,4,0,6,1,0,0,0,0,0,0,26000
1,0,0.48,59.05,13,2,1,3,0,1,0,0,0,0,0,26000
1,0,0.73,47.54,12,1,0,4,0,1,0,0,0,0,0,26000
1,0,-0.68,49.9,6,0,4,4,0,1,0,0,0,0,0,26000
0,0,-0.69,55.34,2,2,0,4,1,1,0,0,0,0,0,26000
0,0,-1.63,51.66,4,6,3,3,0,2,0,0,0,0,0,26000
0,0,0.09,56.72,6,3,0,4,0,2,0,0,0,0,0,26000
0,3,-0.43,50.05,8,3,0,4,0,2,0,0,0,0,0,26000
0,0,0.1,54.4,5,8,2,4,0,2,0,0,0,0,0,26000
0,0,-0.21,47.1,13,4,2,4,0,0,1,0,0,0,0,26000
0,0,-0.59,54.47,9,0,0,5,0,0,1,0,0,0,0,26000
1,0,0.15,54.9,5,2,4,5,0,0,1,0,0,0,0,26000
0,0,0.93,71.3,13,1,0,6,0,0,1,0,0,0,0,26000
1,0,0.4,55.51,8,3,0,6,0,0,1,0,0,0,0,26000
1,0,0.03,69.45,12,3,1,6,0,0,1,0,0,0,0,26000
1,0,0.24,59.99,17,0,4,6,0,0,1,0,0,0,0,26000
1,5,-1.17,55.67,4,1,4,6,0,0,1,0,0,0,0,26000
1,0,-0.39,31.52,4,5,4,2,0,1,1,0,0,0,0,26000
0,0,0.2,56.62,21,2,2,4,0,1,1,0,0,0,0,26000
1,6,0.12,50.15,13,1,6,2,1,1,1,0,0,0,0,26000
0,0,1.22,59.86,4,8,0,3,0,0,0,1,0,0,0,26000
1,0,0.7,50.6,30,4,4,5,0,0,0,1,0,0,0,26000
1,6,0.74,59.56,29,3,0,6,0,0,1,1,0,0,0,26000
1,2,0.91,53.24,30,4,0,6,0,0,0,0,1,0,0,26000
0,0,1.48,77.29,7,4,0,6,1,0,0,0,1,0,0,26000
0,0,-0.34,50.97,6,8,4,6,1,0,0,0,1,0,0,26000
0,0,1.35,58.17,4,3,0,4,0,1,0,0,1,0,0,26000
0,2,0.67,63.2,5,3,0,6,1,0,1,0,1,0,0,26000
1,0,0.3,65.37,23,1,3,6,0,0,0,1,1,0,0,26000
0,0,0.33,49.64,11,2,0,4,0,1,0,1,1,0,0,26000
1,3,-1.09,56.41,5,2,0,6,1,1,0,1,1,0,0,26000
1,0,0.52,54.03,26,5,2,4,0,0,0,0,0,1,0,26000
0,0,1.04,64.59,7,3,0,5,0,0,0,0,0,1,0,26000
1,0,-0.15,64.68,13,4,0,6,0,0,0,0,0,1,0,26000
1,0,0.04,64.79,5,2,0,6,1,0,0,0,0,1,0,26000
1,0,0.54,53.74,97,1,2,6,0,0,1,0,0,1,0,26000
1,0,-0.43,58.1,17,0,0,6,1,0,1,0,0,1,0,26000
1,0,-0.55,48.6,9,4,1,4,0,0,1,1,1,1,0,26000
1,6,-0.82,46.27,17,8,0,5,1,0,1,1,1,1,0,26000
0,2,-0.34,72.51,16,0,0,5,0,0,0,0,0,0,1,26000
0,3,-1.33,47.72,8,8,6,5,0,0,0,0,0,0,1,26000
0,0,-0.31,69.71,98,3,2,4,0,0,0,0,0,1,1,26000
0,0,-0.46,41.43,0,5,0,1,0,0,0,0,0,0,0,27000
0,4,-1.1,49.22,98,2,0,2,0,0,0,0,0,0,0,27000
0,0,0.26,41.73,2,5,0,2,0,0,0,0,0,0,0,27000
1,6,0.18,50.81,3,5,3,2,0,0,0,0,0,0,0,27000
0,0,-0.24,50.45,5,2,4,2,0,0,0,0,0,0,0,27000
1,0,0.7,49.31,5,1,0,3,0,0,0,0,0,0,0,27000
1,4,-0.69,46.37,2,2,0,3,0,0,0,0,0,0,0,27000
0,3,0.13,40.06,97,2,0,3,0,0,0,0,0,0,0,27000
1,0,1.22,63.89,3,5,0,3,0,0,0,0,0,0,0,27000
0,0,-0.32,52.72,9,0,2,3,0,0,0,0,0,0,0,27000
0,3,-0.86,45.96,17,7,2,3,0,0,0,0,0,0,0,27000
0,0,0.18,54.39,5,2,4,3,0,0,0,0,0,0,0,27000
1,0,0.26,54.45,15,2,5,3,0,0,0,0,0,0,0,27000
1,0,1.31,51.75,12,1,0,4,0,0,0,0,0,0,0,27000
1,0,0.02,53.1,1,2,0,4,0,0,0,0,0,0,0,27000
1,0,0.54,64.04,5,2,0,4,0,0,0,0,0,0,0,27000
1,0,0.37,50.93,2,3,0,4,0,0,0,0,0,0,0,27000
0,6,-0.28,49.34,3,3,0,4,0,0,0,0,0,0,0,27000
1,0,0.04,50.47,5,3,0,4,0,0,0,0,0,0,0,27000
0,0,0.16,43.31,6,3,0,4,0,0,0,0,0,0,0,27000
0,3,1.17,49.96,98,4,0,4,0,0,0,0,0,0,0,27000
0,4,-1.52,48.05,2,7,0,4,0,0,0,0,0,0,0,27000
1,3,-0.8,41.54,3,7,0,4,0,0,0,0,0,0,0,27000
0,0,1.3,55.63,8,8,0,4,0,0,0,0,0,0,0,27000
0,4,-1.2,52.69,19,8,0,4,0,0,0,0,0,0,0,27000
1,2,0.53,60.44,14,1,1,4,0,0,0,0,0,0,0,27000
1,0,0.61,52.05,6,5,3,4,0,0,0,0,0,0,0,27000
0,0,-0.02,60.77,4,6,3,4,0,0,0,0,0,0,0,27000
1,0,-0.64,52.89,20,1,0,5,0,0,0,0,0,0,0,27000
1,2,-0.02,57.23,2,2,0,5,0,0,0,0,0,0,0,27000
0,0,0.06,59.76,2,2,0,5,0,0,0,0,0,0,0,27000
1,0,-0.08,41.14,22,3,0,5,0,0,0,0,0,0,0,27000
1,0,0.53,50.95,5,1,1,5,0,0,0,0,0,0,0,27000
1,0,-0.24,55.76,5,4,3,5,0,0,0,0,0,0,0,27000
1,0,0.37,50.01,11,3,4,5,0,0,0,0,0,0,0,27000
1,0,-0.13,50.06,3,1,6,5,0,0,0,0,0,0,0,27000
1,5,-1.35,45.97,4,2,0,6,0,0,0,0,0,0,0,27000
0,6,1.05,69.86,97,2,0,6,0,0,0,0,0,0,0,27000
1,0,-0.84,61.54,8,3,0,6,0,0,0,0,0,0,0,27000
1,0,-0.31,60.24,31,5,0,6,0,0,0,0,0,0,0,27000
1,0,0.2,64.55,6,1,2,6,0,0,0,0,0,0,0,27000
0,0,-0.14,53.88,22,4,2,6,0,0,0,0,0,0,0,27000
1,0,0.53,62.52,28,5,4,6,0,0,0,0,0,0,0,27000
1,0,-0.74,51.07,7,2,5,6,0,0,0,0,0,0,0,27000
0,2,-0.54,53.31,7,4,0,4,1,0,0,0,0,0,0,27000
1,0,1.37,64.7,7,2,0,5,1,0,0,0,0,0,0,27000
0,0,-0.29,58.5,10,2,1,5,1,0,0,0,0,0,0,27000
1,0,0.19,65.2,22,2,1,5,1,0,0,0,0,0,0,27000
0,0,0.11,55.57,8,5,2,5,1,0,0,0,0,0,0,27000
1,0,1.43,65.13,22,2,0,6,1,0,0,0,0,0,0,27000
1,0,0.72,66.61,29,6,0,6,1,0,0,0,0,0,0,27000
0,0,-0.21,38.28,98,5,3,2,0,1,0,0,0,0,0,27000
1,0,-0.11,42.44,12,4,0,3,0,1,0,0,0,0,0,27000
0,0,0.37,54.85,6,4,0,4,0,1,0,0,0,0,0,27000
0,0,0.3,41.61,11,3,3,4,0,1,0,0,0,0,0,27000
0,0,0.05,54.47,17,3,3,6,0,1,0,0,0,0,0,27000
1,0,-0.84,48.74,17,2,3,3,1,1,0,0,0,0,0,27000
0,0,0.11,56.69,4,7,4,4,1,1,0,0,0,0,0,27000
0,3,-0.14,48.09,4,8,0,4,0,2,0,0,0,0,0,27000
1,2,0.98,45.86,12,1,1,3,0,0,1,0,0,0,0,27000
0,0,0.98,58.35,6,3,0,4,0,0,1,0,0,0,0,27000
1,5,-0.32,48.71,2,4,0,4,0,0,1,0,0,0,0,27000
1,5,-0.32,51.9,98,4,0,4,0,0,1,0,0,0,0,27000
1,0,-0.73,51.02,7,2,0,5,0,0,1,0,0,0,0,27000
1,0,-0.43,57.6,21,2,0,5,0,0,1,0,0,0,0,27000
0,0,0.78,56.57,13,2,0,6,0,0,1,0,0,0,0,27000
1,0,-0.22,58.17,25,3,0,6,0,0,1,0,0,0,0,27000
1,0,1.05,64.7,6,4,1,6,0,0,1,0,0,0,0,27000
0,0,1.72,53.55,2,2,0,5,1,0,1,0,0,0,0,27000
0,0,0.18,49.46,12,4,1,5,1,0,1,0,0,0,0,27000
1,0,0.41,55.11,14,1,0,4,0,0,0,1,0,0,0,27000
1,0,0.51,65.72,12,0,5,5,0,0,0,1,0,0,0,27000
1,0,-0.51,56.16,11,2,0,6,0,0,0,1,0,0,0,27000
0,3,0.52,41.8,4,3,0,6,0,0,0,1,0,0,0,27000
0,0,-0.92,40.72,4,8,0,2,0,2,0,1,0,0,0,27000
1,0,0.6,59.43,3,1,0,6,1,0,1,1,0,0,0,27000
0,0,0.22,66.21,20,0,0,6,0,1,1,1,0,0,0,27000
1,0,1.54,66.98,17,1,0,6,0,0,0,0,1,0,0,27000
0,0,-0.25,55.01,97,6,2,6,0,0,0,0,1,0,0,27000
0,0,-0.74,54.9,2,6,0,5,1,0,0,0,1,0,0,27000
1,0,0.05,52.4,15,4,2,6,1,0,0,0,1,0,0,27000
1,0,0.42,60.64,15,5,0,6,1,1,1,0,1,0,0,27000
0,0,0.03,47.44,2,4,0,3,0,0,0,0,0,1,0,27000
0,0,0.31,56.52,14,3,4,3,1,0,0,0,0,1,0,27000
0,3,0.01,51.03,20,8,0,5,1,0,0,0,0,1,0,27000
1,0,-0.5,44.44,10,5,0,5,0,1,0,0,0,1,0,27000
1,0,-0.18,51.34,17,3,0,4,0,0,1,0,0,1,0,27000
1,0,0.92,51.55,1,0,0,5,0,0,1,0,0,1,0,27000
1,0,1.13,49.94,5,0,0,5,1,0,1,0,0,1,0,27000
1,0,0.35,57.98,5,1,2,4,1,0,0,1,0,1,0,27000
0,0,0.38,61.62,30,5,0,6,1,0,1,1,0,1,0,27000
1,0,0.48,63.2,13,0,1,6,0,1,1,1,0,1,0,27000
1,0,-0.5,58.9,98,1,5,5,0,0,0,1,1,1,0,27000
0,6,0.09,73.62,13,1,0,6,0,0,1,1,1,1,0,27000
0,0,-0.25,44.22,2,4,0,4,1,0,1,1,1,1,0,27000
0,3,-1.78,43.55,6,3,6,1,0,0,0,0,0,0,1,27000
1,2,-0.4,50.41,2,3,0,2,0,0,0,0,0,0,1,27000
0,0,-0.43,53.01,9,2,0,4,0,0,0,0,0,0,1,27000
0,0,-0.19,55.18,9,3,0,4,0,0,0,0,0,0,1,27000
0,4,-1.27,56.63,20,8,0,3,0,1,0,0,0,0,1,27000
0,0,1.72,56.53,8,2,0,4,0,1,1,0,0,0,1,27000
1,0,-0.28,51.72,8,3,1,5,1,0,0,1,0,0,1,27000
0,5,0.06,39.37,0,8,0,1,0,0,0,0,0,0,0,28000
0,0,-0.07,44.31,1,8,0,1,0,0,0,0,0,0,0,28000
1,3,-0.52,58.82,98,0,0,2,0,0,0,0,0,0,0,28000
0,3,-0.29,32.37,2,2,0,2,0,0,0,0,0,0,0,28000
0,2,0.06,50.32,2,2,0,2,0,0,0,0,0,0,0,28000
1,0,0.14,26.02,8,6,0,2,0,0,0,0,0,0,0,28000
0,0,0.89,54.86,7,7,4,2,0,0,0,0,0,0,0,28000
1,0,-0.53,44.15,7,0,0,3,0,0,0,0,0,0,0,28000
0,0,0.84,57.79,5,1,0,3,0,0,0,0,0,0,0,28000
1,3,-0.82,46.84,4,2,0,3,0,0,0,0,0,0,0,28000
0,0,0.16,50.69,2,3,0,3,0,0,0,0,0,0,0,28000
1,3,-0.61,45.38,1,4,0,3,0,0,0,0,0,0,0,28000
0,0,-0.55,53.99,1,4,0,3,0,0,0,0,0,0,0,28000
1,0,0.88,52.1,22,4,0,3,0,0,0,0,0,0,0,28000
0,0,-0.61,44.79,3,8,0,3,0,0,0,0,0,0,0,28000
1,3,0.5,43.62,7,2,2,3,0,0,0,0,0,0,0,28000
0,0,-1.58,44.81,9,1,3,3,0,0,0,0,0,0,0,28000
1,2,-1.27,34.63,98,3,3,3,0,0,0,0,0,0,0,28000
1,3,-0.87,39.23,5,5,4,3,0,0,0,0,0,0,0,28000
1,0,-0.28,41.56,35,1,5,3,0,0,0,0,0,0,0,28000
1,0,-0.63,49.87,9,1,8,3,0,0,0,0,0,0,0,28000
0,0,-0.04,66.12,4,1,0,4,0,0,0,0,0,0,0,28000
1,0,0.81,52.82,16,1,0,4,0,0,0,0,0,0,0,28000
1,0,-0.52,55.89,7,2,0,4,0,0,0,0,0,0,0,28000
1,1,1.37,46.51,11,2,0,4,0,0,0,0,0,0,0,28000
1,0,0.18,52.81,11,2,0,4,0,0,0,0,0,0,0,28000
1,0,-0.86,49.71,20,2,0,4,0,0,0,0,0,0,0,28000
0,3,0.85,59.34,97,2,0,4,0,0,0,0,0,0,0,28000
0,0,0.08,59.66,1,4,0,4,0,0,0,0,0,0,0,28000
1,4,-1.1,50.09,12,4,0,4,0,0,0,0,0,0,0,28000
0,3,1.39,46.12,4,7,0,4,0,0,0,0,0,0,0,28000
0,0,0.44,52.99,12,8,0,4,0,0,0,0,0,0,0,28000
1,0,-0.49,48.6,15,1,2,4,0,0,0,0,0,0,0,28000
1,0,-0.02,66.48,4,3,2,4,0,0,0,0,0,0,0,28000
1,0,0.01,63.28,2,1,0,5,0,0,0,0,0,0,0,28000
1,0,0.77,67.2,15,1,0,5,0,0,0,0,0,0,0,28000
1,0,0.1,55.88,15,3,0,5,0,0,0,0,0,0,0,28000
1,6,0.41,58.65,5,4,0,5,0,0,0,0,0,0,0,28000
1,0,-0.09,57.94,8,5,0,5,0,0,0,0,0,0,0,28000
0,0,0.58,66.69,15,5,0,5,0,0,0,0,0,0,0,28000
0,0,-0.06,56.35,20,5,0,5,0,0,0,0,0,0,0,28000
1,4,-0.73,59.94,30,5,0,5,0,0,0,0,0,0,0,28000
1,0,0.57,53.09,14,8,0,5,0,0,0,0,0,0,0,28000
1,3,0.58,53.43,97,0,1,5,0,0,0,0,0,0,0,28000
0,0,0.13,63.53,98,3,1,5,0,0,0,0,0,0,0,28000
1,0,0.48,58.55,97,2,2,5,0,0,0,0,0,0,0,28000
0,0,0.9,51.59,24,2,3,5,0,0,0,0,0,0,0,28000
1,0,-0.1,59.96,15,4,3,5,0,0,0,0,0,0,0,28000
0,0,0.98,70.13,3,8,3,5,0,0,0,0,0,0,0,28000
1,0,-0.07,55.27,4,2,4,5,0,0,0,0,0,0,0,28000
0,0,-0.02,63.63,3,4,7,5,0,0,0,0,0,0,0,28000
0,0,0.27,57.81,98,1,0,6,0,0,0,0,0,0,0,28000
1,0,1.29,69.1,8,2,0,6,0,0,0,0,0,0,0,28000
1,2,0.04,61.88,18,3,0,6,0,0,0,0,0,0,0,28000
1,0,-0.51,56.87,12,4,0,6,0,0,0,0,0,0,0,28000
0,0,0.2,64.92,10,6,0,6,0,0,0,0,0,0,0,28000
1,0,-0.38,53.79,15,1,1,6,0,0,0,0,0,0,0,28000
1,0,-0.14,59.04,21,2,2,6,0,0,0,0,0,0,0,28000
0,0,1.39,76.37,10,6,2,6,0,0,0,0,0,0,0,28000
1,0,-0.5,47.12,7,3,3,6,0,0,0,0,0,0,0,28000
0,0,0.96,65.88,21,2,9,6,0,0,0,0,0,0,0,28000
0,0,-0.22,53.47,5,3,3,2,1,0,0,0,0,0,0,28000
1,0,1.06,54.98,3,1,0,3,1,0,0,0,0,0,0,28000
0,0,-0.51,40.75,5,3,0,3,1,0,0,0,0,0,0,28000
0,0,0.79,54.1,20,0,0,4,1,0,0,0,0,0,0,28000
1,0,-0.2,45.2,6,2,0,4,1,0,0,0,0,0,0,28000
0,0,-0.6,57.41,19,7,0,4,1,0,0,0,0,0,0,28000
1,0,-0.37,45.8,20,3,2,4,1,0,0,0,0,0,0,28000
0,5,0.83,51.74,4,0,0,5,1,0,0,0,0,0,0,28000
1,0,0.73,52.03,2,1,0,5,1,0,0,0,0,0,0,28000
1,0,0.45,61.23,5,2,0,6,1,0,0,0,0,0,0,28000
0,0,0.99,75.56,10,3,0,6,1,0,0,0,0,0,0,28000
1,0,-0.52,59.05,40,3,1,6,1,0,0,0,0,0,0,28000
1,5,-0.84,52.98,6,4,4,6,1,0,0,0,0,0,0,28000
0,0,-0.88,42.15,9,3,0,0,0,1,0,0,0,0,0,28000
0,0,-0.4,49.64,4,2,5,2,0,1,0,0,0,0,0,28000
0,0,0.46,42.76,3,6,2,3,0,1,0,0,0,0,0,28000
0,0,0.34,42.31,3,7,4,4,0,1,0,0,0,0,0,28000
0,2,0.16,54.96,15,0,0,5,0,1,0,0,0,0,0,28000
0,0,0.66,48.24,20,0,0,5,0,1,0,0,0,0,0,28000
0,0,-0.38,31.96,25,8,3,5,0,1,0,0,0,0,0,28000
1,0,1.37,61.2,10,3,1,6,0,1,0,0,0,0,0,28000
0,6,0.55,50.38,19,6,0,1,1,1,0,0,0,0,0,28000
1,0,0.09,49.94,22,2,0,3,1,1,0,0,0,0,0,28000
1,0,0.04,44.01,10,1,0,5,1,1,0,0,0,0,0,28000
0,6,-0.13,59.35,12,3,2,5,1,1,0,0,0,0,0,28000
0,3,-0.03,49.05,98,8,4,2,0,2,0,0,0,0,0,28000
1,2,-0.18,51.47,7,1,0,3,0,2,0,0,0,0,0,28000
0,0,0.24,55.54,8,6,1,5,0,2,0,0,0,0,0,28000
0,0,1.45,62.46,11,3,0,6,0,2,0,0,0,0,0,28000
0,2,0.89,56.65,2,4,0,3,0,0,1,0,0,0,0,28000
0,0,-0.33,62.62,14,1,0,4,0,0,1,0,0,0,0,28000
1,3,0.71,56.9,97,1,2,4,0,0,1,0,0,0,0,28000
1,0,0.2,45.65,1,4,3,5,0,0,1,0,0,0,0,28000
1,0,0.01,70.69,98,5,0,6,0,0,1,0,0,0,0,28000
1,0,0.58,60.79,15,1,0,5,1,0,1,0,0,0,0,28000
1,3,-0.07,43.61,8,4,6,5,0,2,1,0,0,0,0,28000
0,0,0.02,57.47,20,8,4,2,0,0,0,1,0,0,0,28000
1,3,-0.38,47.61,98,2,0,4,0,0,0,1,0,0,0,28000
0,0,0.8,48.43,5,2,2,4,0,0,0,1,0,0,0,28000
0,0,0.84,66.31,18,4,0,5,0,0,0,1,0,0,0,28000
1,0,-1.06,65.37,15,3,0,6,0,0,0,1,0,0,0,28000
0,0,-0.96,57.08,14,3,0,6,1,0,0,1,0,0,0,28000
0,1,-0.43,29.05,4,3,0,2,0,0,1,1,0,0,0,28000
1,3,-0.33,47.93,5,5,0,6,0,0,1,1,0,0,0,28000
0,0,-0.11,42.48,9,3,0,4,0,0,0,0,1,0,0,28000
0,0,0.87,58.04,15,3,0,5,0,0,0,0,1,0,0,28000
1,0,-0.43,67.24,31,1,0,6,0,0,0,0,1,0,0,28000
0,0,0.26,60.35,97,3,0,6,0,0,0,0,1,0,0,28000
1,0,1.13,63.18,17,8,0,6,0,0,0,0,1,0,0,28000
0,0,0.84,58.48,21,2,0,5,1,0,0,0,1,0,0,28000
1,0,0.29,54.86,4,5,0,5,1,0,0,0,1,0,0,28000
1,4,-1.16,57.64,7,5,0,5,1,0,0,0,1,0,0,28000
1,6,0.87,39.97,15,3,0,6,1,0,0,0,1,0,0,28000
1,0,1.45,51.4,98,3,0,5,1,0,1,0,1,0,0,28000
1,0,-0.91,52.07,6,1,4,4,1,2,0,1,1,0,0,28000
0,0,0.98,65.49,12,4,1,5,1,1,1,1,1,0,0,28000
1,0,0.43,55,98,1,4,5,0,0,0,0,0,1,0,28000
1,0,0.42,59.66,2,6,0,6,0,0,0,0,0,1,0,28000
1,0,-0.51,41.43,6,1,0,4,0,1,0,0,0,1,0,28000
0,0,-0.04,57.04,15,2,0,6,0,0,1,0,0,1,0,28000
0,3,-0.52,35.83,18,4,0,3,1,0,1,0,0,1,0,28000
1,5,0.52,54.54,18,1,0,3,1,1,1,0,0,1,0,28000
1,0,-0.26,57.35,3,3,1,6,0,0,1,0,1,1,0,28000
0,0,-0.33,40.82,3,5,0,3,0,0,0,0,0,0,1,28000
0,3,-0.05,49.32,6,8,0,4,0,0,0,0,0,0,1,28000
1,0,0.65,54.53,4,4,3,4,0,0,0,0,0,0,1,28000
0,0,-0.39,60.46,17,4,4,5,0,0,0,0,0,0,1,28000
0,0,0.02,59.64,2,0,2,2,1,0,0,0,0,0,1,28000
0,0,0.05,50.54,20,0,0,3,1,2,1,0,0,0,1,28000
1,5,0.74,45.37,5,1,0,6,0,1,0,0,1,0,1,28000
1,0,0.3,57.24,8,2,3,5,0,0,1,0,1,1,1,28000
1,0,0.24,49.61,9,3,0,5,1,0,1,1,1,1,1,28000
1,0,0.28,42.9,5,3,3,2,0,0,0,0,0,0,0,29000
1,3,-0.15,42.6,2,2,0,3,0,0,0,0,0,0,0,29000
0,0,-0.82,52.05,4,8,0,3,0,0,0,0,0,0,0,29000
0,0,0.6,42.45,98,8,0,3,0,0,0,0,0,0,0,29000
1,0,-0.43,57.25,1,2,0,4,0,0,0,0,0,0,0,29000
0,0,0.6,54.61,10,4,0,4,0,0,0,0,0,0,0,29000
0,0,0.73,54.01,5,6,0,4,0,0,0,0,0,0,0,29000
0,2,-1.1,51.82,3,8,0,4,0,0,0,0,0,0,0,29000
1,2,-0.33,62.67,8,8,0,4,0,0,0,0,0,0,0,29000
0,3,-0.62,52.35,3,8,2,4,0,0,0,0,0,0,0,29000
0,0,0.39,56.38,13,5,3,4,0,0,0,0,0,0,0,29000
0,3,-0.96,44.18,6,3,4,4,0,0,0,0,0,0,0,29000
1,5,-0.21,39.53,8,2,7,4,0,0,0,0,0,0,0,29000
0,0,-0.17,63,4,1,0,5,0,0,0,0,0,0,0,29000
1,2,-1.03,50.68,15,2,0,5,0,0,0,0,0,0,0,29000
1,0,1.07,68.74,28,2,0,5,0,0,0,0,0,0,0,29000
0,0,-0.24,55.65,10,4,0,5,0,0,0,0,0,0,0,29000
1,6,-0.13,52.54,2,1,1,5,0,0,0,0,0,0,0,29000
0,0,0.38,65.27,12,6,1,5,0,0,0,0,0,0,0,29000
1,0,-0.13,54.11,6,3,3,5,0,0,0,0,0,0,0,29000
0,5,-1.19,37.79,1,8,4,5,0,0,0,0,0,0,0,29000
0,2,0.63,60.2,35,2,0,6,0,0,0,0,0,0,0,29000
1,0,-0.13,62.66,13,3,0,6,0,0,0,0,0,0,0,29000
1,0,1.54,65.68,16,2,2,6,0,0,0,0,0,0,0,29000
1,0,-0.18,56.68,8,3,5,6,0,0,0,0,0,0,0,29000
0,0,1.3,49.91,13,3,0,3,1,0,0,0,0,0,0,29000
1,3,-0.62,40.13,3,6,0,3,1,0,0,0,0,0,0,29000
0,0,0.67,53.13,22,0,2,3,1,0,0,0,0,0,0,29000
0,0,0.22,56.03,20,8,6,3,1,0,0,0,0,0,0,29000
1,3,-0.8,50.01,3,3,0,4,1,0,0,0,0,0,0,29000
0,6,0.46,51.74,2,3,1,4,1,0,0,0,0,0,0,29000
0,4,0.62,52.14,22,2,0,5,1,0,0,0,0,0,0,29000
1,0,0.96,54.52,97,2,0,5,1,0,0,0,0,0,0,29000
